Gene Species Taxon Signature
0 Coli_007702 Coli_007702 0.04010162149383954
0 Coli_007661 Coli_007661 0.04010162149383954
0 Coli_004241 Coli_004241 0.04010162149383954
0 Coli_005912 Coli_005912 0.04010162149383954
0 Coli_007840 Coli_007840 0.032765054049026764
0 Coli_005955 Coli_005955 0.032765054049026764
0 Coli_007819 Coli_007819 0.032765054049026764
0 Coli_007714 Coli_007714 0.032765054049026764
0 Coli_007774 Coli_007774 0.02753132530864546
0 Coli_007677 Coli_007677 0.032765054049026764
0 Coli_007736 Coli_007736 0.032765054049026764
0 Coli_007691 Coli_007691 0.022500585688102332
0 Coli_007690 Coli_007690 0.02753132530864546
0 Coli_007687 Coli_007687 0.02753132530864546
0 Coli_007713 Coli_007713 0.02753132530864546
0 Coli_007712 Coli_007712 0.02753132530864546
0 Coli_007863 Coli_007863 0.020092378078997355
0 Coli_014640 Coli_014640 0.01726427174373665
0 Coli_007811 Coli_007811 0.01726427174373665
0 Coli_007862 Coli_007862 0.01726427174373665
0 Coli_001924 Coli_001924 0.007609534190837424
0 Coli_007833 Coli_007833 0.010968444518637212
0 Coli_001930 Coli_001930 0.007609534190837424
0 Coli_017906 Coli_017906 0.015339501528515744
0 Coli_017903 Coli_017903 0.015339501528515744
0 Coli_017922 Coli_017922 0.015339501528515744
0 Coli_017920 Coli_017920 0.015339501528515744
0 Coli_014855 Coli_014855 0.010968444518637212
0 Coli_014798 Coli_014798 0.010968444518637212
0 Coli_007789 Coli_007789 0.010968444518637212
0 Coli_018481 Coli_018481 0.00586073867061575
0 Coli_014490 Coli_014490 0.007609534190837424
0 Coli_014496 Coli_014496 0.007609534190837424
0 Coli_001923 Coli_001923 0.007609534190837424
0 Coli_001929 Coli_001929 0.007609534190837424
0 Coli_011277 Coli_011277 0.00586073867061575
0 Coli_018142 Coli_018142 0.00586073867061575
0 Coli_007665 Coli_007665 0.00586073867061575
0 Coli_004443 Coli_004443 0.00586073867061575
0 Coli_019840 Coli_019840 0.00586073867061575
0 Coli_016534 Coli_016534 0.00586073867061575
0 Coli_007710 Coli_007710 0.00586073867061575
0 Coli_001998 Coli_001998 0.00586073867061575
0 Coli_005393 Coli_005393 0.00586073867061575
0 Coli_012527 Coli_012527 0.00586073867061575
0 Coli_002000 Coli_002000 0.00586073867061575
0 Coli_015198 Coli_015198 0.00586073867061575
0 Coli_014992 Coli_014992 0.00586073867061575
0 Coli_020024 Coli_020024 0.00586073867061575
0 Coli_007884 Coli_007884 0.00586073867061575
0 Coli_007154 Coli_007154 0.00586073867061575
0 Coli_012522 Coli_012522 0.00586073867061575
0 Coli_012532 Coli_012532 0.00586073867061575
0 Coli_004449 Coli_004449 0.00586073867061575
0 Coli_009865 Coli_009865 0.00586073867061575
0 Coli_002002 Coli_002002 0.00586073867061575
0 Coli_009216 Coli_009216 0.00586073867061575
0 Coli_009893 Coli_009893 0.00586073867061575
0 Coli_009891 Coli_009891 0.00586073867061575
0 Coli_008742 Coli_008742 0.00586073867061575
0 Coli_009869 Coli_009869 0.00586073867061575
0 Coli_003935 Coli_003935 0.00586073867061575
0 Coli_003655 Coli_003655 0.00586073867061575
0 Coli_015213 Coli_015213 0.00586073867061575
0 Coli_015178 Coli_015178 0.0014480767465948961
0 Coli_008746 Coli_008746 0.00586073867061575
0 Coli_007834 Coli_007834 0.00586073867061575
0 Coli_007730 Coli_007730 0.0014480767465948961
0 Coli_002025 Coli_002025 0.0015183272044053985
0 Coli_014454 Coli_014454 0.0015183272044053985
0 Coli_008747 Coli_008747 0.0015183272044053985
0 Coli_002042 Coli_002042 0.0015183272044053985
0 Coli_015179 Coli_015179 0.0014480767465948961
0 Coli_014656 Coli_014656 0.0014480767465948961
