Gene Species Taxon Signature
0 Coli_006279 Coli_006279 0.3751439357827212
0 Coli_006025 Coli_006025 0.3751439357827212
0 Coli_006021 Coli_006021 0.3751439357827212
0 Coli_007695 Coli_007695 0.027456889139862217
0 Coli_007718 Coli_007718 0.027456889139862217
0 Coli_010497 Coli_010497 0.05017571684741843
0 Coli_009231 Coli_009231 0.05017571684741843
0 Coli_010489 Coli_010489 0.05017571684741843
0 Coli_009229 Coli_009229 0.05017571684741843
0 Coli_009218 Coli_009218 0.04344934286594265
0 Coli_014797 Coli_014797 0.023482329973058085
0 Coli_010937 Coli_010937 0.024056373135597938
0 Coli_009222 Coli_009222 0.01550546802718363
0 Coli_007773 Coli_007773 0.01511107697389574
0 Coli_015158 Coli_015158 0.013435615263856653
0 Coli_014602 Coli_014602 0.013435615263856653
0 Coli_020672 Coli_020672 0.007066627960739607
0 Coli_019872 Coli_019872 0.007066627960739607
0 Coli_013182 Coli_013182 0.005467374743920168
0 Coli_013177 Coli_013177 0.0023773401017331713
0 Coli_002214 Coli_002214 0.007066627960739607
0 Coli_015267 Coli_015267 0.007066627960739607
0 Coli_019849 Coli_019849 0.007066627960739607
0 Coli_009782 Coli_009782 0.007066627960739607
0 Coli_007706 Coli_007706 0.005400753850780572
0 Coli_010948 Coli_010948 0.005400753850780572
0 Coli_003022 Coli_003022 0.005400753850780572
0 Coli_020401 Coli_020401 0.005400753850780572
0 Coli_014597 Coli_014597 0.005400753850780572
0 Coli_020710 Coli_020710 0.005400753850780572
