Gene Species Taxon Signature
0 Coli_015546 Coli_015546 0.13142325145496062
0 Coli_019889 Coli_019889 0.01937455779916596
0 Coli_015544 Coli_015544 0.02083703542177486
0 Coli_010996 Coli_010996 0.11212909271015119
0 Coli_001031 Coli_001031 0.11212909271015119
0 Coli_001050 Coli_001050 0.11212909271015119
0 Coli_020030 Coli_020030 0.11212909271015119
0 Coli_020469 Coli_020469 0.11212909271015119
0 Coli_015542 Coli_015542 0.10312258608922144
0 Coli_015547 Coli_015547 0.016754540508230442
0 Coli_012536 Coli_012536 0.008840654063410338
0 Coli_018773 Coli_018773 0.10312258608922144
0 Coli_018774 Coli_018774 0.10312258608922144
0 Coli_015566 Coli_015566 0.008840654063410338
0 Coli_017588 Coli_017588 0.008840654063410338
0 Coli_020247 Coli_020247 0.01064843998510745
0 Coli_018763 Coli_018763 0.10312258608922144
0 Coli_018790 Coli_018790 0.10312258608922144
0 Coli_018789 Coli_018789 0.10312258608922144
0 Coli_000918 Coli_000918 0.0038650823408563975
0 Coli_014046 Coli_014046 0.0038650823408563975
0 Coli_014893 Coli_014893 0.01064843998510745
0 Coli_012543 Coli_012543 0.0038650823408563975
0 Coli_000869 Coli_000869 0.10312258608922144
0 Coli_018781 Coli_018781 0.10312258608922144
0 Coli_018775 Coli_018775 0.10312258608922144
0 Coli_015543 Coli_015543 0.10312258608922144
0 Coli_018782 Coli_018782 0.10312258608922144
0 Coli_010959 Coli_010959 0.10312258608922144
0 Coli_018788 Coli_018788 0.10312258608922144
0 Coli_017404 Coli_017404 0.10312258608922144
0 Coli_018809 Coli_018809 0.10312258608922144
0 Coli_018807 Coli_018807 0.10312258608922144
0 Coli_006483 Coli_006483 0.10312258608922144
0 Coli_005665 Coli_005665 0.10312258608922144
0 Coli_013184 Coli_013184 0.10312258608922144
0 Coli_015550 Coli_015550 0.02083703542177486
0 Coli_017624 Coli_017624 0.02083703542177486
0 Coli_015549 Coli_015549 0.019186888801585103
0 Coli_003536 Coli_003536 0.0030739286618023764
0 Coli_015548 Coli_015548 0.0030739286618023764
0 Coli_008110 Coli_008110 0.001787380438075775
0 Coli_010328 Coli_010328 0.0030739286618023764
0 Coli_017583 Coli_017583 0.0030739286618023764
0 Coli_017368 Coli_017368 0.0030739286618023764
0 Coli_000765 Coli_000765 0.0030739286618023764
0 Coli_005346 Coli_005346 0.0030739286618023764
0 Coli_017566 Coli_017566 0.0030739286618023764
0 Coli_009172 Coli_009172 0.0030739286618023764
0 Coli_011770 Coli_011770 0.0030739286618023764
0 Coli_009757 Coli_009757 0.0030739286618023764
0 Coli_017411 Coli_017411 0.0030739286618023764
