Gene Species Taxon Signature
0 Coli_006014 Coli_006014 0.5440629175236463
0 Coli_006011 Coli_006011 0.5440629175236463
0 Coli_006006 Coli_006006 0.5440629175236463
0 Coli_017908 Coli_017908 0.2077173699432697
0 Coli_006012 Coli_006012 0.5440629175236463
0 Coli_006009 Coli_006009 0.5440629175236463
0 Coli_010498 Coli_010498 0.08073037949303705
0 Coli_005980 Coli_005980 0.032391537585677595
0 Coli_019938 Coli_019938 0.04687152752898525
0 Coli_016666 Coli_016666 0.04687152752898525
0 Coli_015240 Coli_015240 0.032391537585677595
0 Coli_016332 Coli_016332 0.008062007292045361
0 Coli_019826 Coli_019826 0.030572235995451096
0 Coli_006007 Coli_006007 0.030572235995451096
0 Coli_015175 Coli_015175 0.008062007292045361
0 Coli_008418 Coli_008418 0.008062007292045361
0 Coli_016193 Coli_016193 0.008062007292045361
0 Coli_016333 Coli_016333 0.008062007292045361
0 Coli_016334 Coli_016334 0.008062007292045361
0 Coli_009082 Coli_009082 0.008062007292045361
0 Coli_008425 Coli_008425 0.00773539095433195
0 Coli_013086 Coli_013086 0.007406703969653715
0 Coli_012699 Coli_012699 0.007406703969653715
0 Coli_013697 Coli_013697 0.007406703969653715
0 Coli_013350 Coli_013350 0.005087978508064967
0 Coli_006246 Coli_006246 0.005087978508064967
0 Coli_017904 Coli_017904 0.005087978508064967
0 Coli_017919 Coli_017919 0.005087978508064967
0 Coli_008087 Coli_008087 0.0024495729343680574
0 Coli_011505 Coli_011505 0.006491279122966039
0 Coli_012991 Coli_012991 0.006491279122966039
0 Coli_015800 Coli_015800 0.006491279122966039
0 Coli_014598 Coli_014598 0.006491279122966039
0 Coli_011264 Coli_011264 0.006491279122966039
0 Coli_004790 Coli_004790 0.006491279122966039
0 Coli_000966 Coli_000966 0.006491279122966039
0 Coli_013064 Coli_013064 0.006491279122966039
