Gene Species Taxon Signature
0 Coli_006063 Coli_006063 0.7000142554633233
0 Coli_006056 Coli_006056 0.7000142554633233
0 Coli_006055 Coli_006055 0.7000142554633233
0 Coli_006065 Coli_006065 0.7000142554633233
0 Coli_019965 Coli_019965 0.101083638937669
0 Coli_019964 Coli_019964 0.101083638937669
0 Coli_008406 Coli_008406 0.04925636994554185
0 Coli_015822 Coli_015822 0.04925636994554185
0 Coli_011464 Coli_011464 0.04925636994554185
0 Coli_017703 Coli_017703 0.021842048075104138
0 Coli_018002 Coli_018002 0.008573834158081634
0 Coli_001006 Coli_001006 0.04925636994554185
0 Coli_012272 Coli_012272 0.04925636994554185
0 Coli_012427 Coli_012427 0.04925636994554185
0 Coli_011114 Coli_011114 0.04925636994554185
0 Coli_014581 Coli_014581 0.008573834158081634
0 Coli_020606 Coli_020606 0.008573834158081634
0 Coli_020605 Coli_020605 0.008573834158081634
0 Coli_020608 Coli_020608 0.008573834158081634
0 Coli_014447 Coli_014447 0.04925636994554185
0 Coli_014478 Coli_014478 0.04925636994554185
0 Coli_020809 Coli_020809 0.04925636994554185
0 Coli_019076 Coli_019076 0.021842048075104138
0 Coli_002049 Coli_002049 0.021842048075104138
0 Coli_000102 Coli_000102 0.021842048075104138
0 Coli_008684 Coli_008684 0.013888057593697135
