Gene Species Taxon Signature
0 Coli_014546 Coli_014546 0.21123373177998642
0 Coli_007800 Coli_007800 0.21123373177998642
0 Coli_007792 Coli_007792 0.13110579976752693
0 Coli_007801 Coli_007801 0.13110579976752693
0 Coli_007697 Coli_007697 0.12174213298367219
0 Coli_007675 Coli_007675 0.07292363169291381
0 Coli_006811 Coli_006811 0.04702434091545943
0 Coli_006539 Coli_006539 0.04702434091545943
0 Coli_005715 Coli_005715 0.04625549842901791
0 Coli_005719 Coli_005719 0.04702434091545943
0 Coli_006814 Coli_006814 0.04702434091545943
0 Coli_006812 Coli_006812 0.04702434091545943
0 Coli_007644 Coli_007644 0.04625549842901791
0 Coli_010339 Coli_010339 0.04625549842901791
0 Coli_006650 Coli_006650 0.04625549842901791
0 Coli_009332 Coli_009332 0.01867254407620229
0 Coli_008173 Coli_008173 0.019716717100925523
0 Coli_007927 Coli_007927 0.019716717100925523
0 Coli_003393 Coli_003393 0.01867254407620229
0 Coli_019714 Coli_019714 0.009986160693772377
0 Coli_009337 Coli_009337 0.009986160693772377
0 Coli_009341 Coli_009341 0.009986160693772377
0 Coli_003890 Coli_003890 0.0027754772691982376
0 Coli_005459 Coli_005459 0.004201491994609439
0 Coli_015453 Coli_015453 0.004201491994609439
0 Coli_008220 Coli_008220 0.004201491994609439
0 Coli_008016 Coli_008016 0.0037333886452717924
0 Coli_010354 Coli_010354 0.003389593583231997
0 Coli_007944 Coli_007944 0.003389593583231997
0 Coli_000831 Coli_000831 0.0027754772691982376
0 Coli_013956 Coli_013956 0.0027754772691982376
0 Coli_009275 Coli_009275 0.0027754772691982376
0 Coli_003325 Coli_003325 0.003389593583231997
0 Coli_014194 Coli_014194 0.003389593583231997
0 Coli_008017 Coli_008017 0.003389593583231997
0 Coli_014193 Coli_014193 0.003389593583231997
0 Coli_005725 Coli_005725 0.0027754772691982376
0 Coli_010557 Coli_010557 0.0027754772691982376
0 Coli_002966 Coli_002966 0.0027754772691982376
0 Coli_011626 Coli_011626 0.0027754772691982376
0 Coli_001457 Coli_001457 0.0027754772691982376
0 Coli_018978 Coli_018978 0.0027754772691982376
0 Coli_001348 Coli_001348 0.0027754772691982376
0 Coli_000787 Coli_000787 0.0027754772691982376
0 Coli_017816 Coli_017816 0.0027754772691982376
0 Coli_014195 Coli_014195 0.0027754772691982376
0 Coli_002195 Coli_002195 0.0027754772691982376
0 Coli_002191 Coli_002191 0.0027754772691982376
0 Coli_020302 Coli_020302 0.001216858130390858
0 Coli_007329 Coli_007329 0.001216858130390858
0 Coli_014224 Coli_014224 0.001216858130390858
0 Coli_017088 Coli_017088 0.0027754772691982376
0 Coli_004084 Coli_004084 0.0027754772691982376
0 Coli_005354 Coli_005354 0.0027754772691982376
0 Coli_003272 Coli_003272 0.0005941707954219204
