Gene Species Taxon Signature
0 Coli_013933 Coli_013933 0.18716298664972372
0 Coli_008222 Coli_008222 0.18716298664972372
0 Coli_007558 Coli_007558 0.18716298664972372
0 Coli_005723 Coli_005723 0.0907371537280759
0 Coli_005727 Coli_005727 0.07161807322140602
0 Coli_008135 Coli_008135 0.06275661704090316
0 Coli_019435 Coli_019435 0.025533165068261695
0 Coli_011907 Coli_011907 0.03634784529336049
0 Coli_017974 Coli_017974 0.023403328978418927
0 Coli_015035 Coli_015035 0.18716298664972372
0 Coli_014811 Coli_014811 0.18716298664972372
0 Coli_017429 Coli_017429 0.18716298664972372
0 Coli_015456 Coli_015456 0.18716298664972372
0 Coli_003441 Coli_003441 0.18716298664972372
0 Coli_008547 Coli_008547 0.18716298664972372
0 Coli_006763 Coli_006763 0.18716298664972372
0 Coli_006701 Coli_006701 0.18716298664972372
0 Coli_006740 Coli_006740 0.18716298664972372
0 Coli_017488 Coli_017488 0.18716298664972372
0 Coli_006693 Coli_006693 0.18716298664972372
0 Coli_017485 Coli_017485 0.18716298664972372
0 Coli_002956 Coli_002956 0.18319250944722104
0 Coli_006770 Coli_006770 0.09548568393068864
0 Coli_017811 Coli_017811 0.03634784529336049
0 Coli_008181 Coli_008181 0.023403328978418927
0 Coli_007312 Coli_007312 0.023403328978418927
