Gene Species Taxon Signature
0 Coli_007727 Coli_007727 0.17605236037523941
0 Coli_019937 Coli_019937 0.11685380986809663
0 Coli_001195 Coli_001195 0.08946917647167078
0 Coli_001208 Coli_001208 0.08946917647167078
0 Coli_001197 Coli_001197 0.08946917647167078
0 Coli_001205 Coli_001205 0.08946917647167078
0 Coli_001199 Coli_001199 0.08946917647167078
0 Coli_015070 Coli_015070 0.02656389491816098
0 Coli_014563 Coli_014563 0.02656389491816098
0 Coli_013195 Coli_013195 0.003726644874316886
0 Coli_015163 Coli_015163 0.00863840555037053
0 Coli_013500 Coli_013500 0.00863840555037053
0 Coli_019735 Coli_019735 0.00863840555037053
0 Coli_014944 Coli_014944 0.00863840555037053
0 Coli_016578 Coli_016578 0.00863840555037053
0 Coli_018673 Coli_018673 0.007721269908674623
0 Coli_017941 Coli_017941 0.007721269908674623
0 Coli_015461 Coli_015461 0.003726644874316886
0 Coli_009494 Coli_009494 0.003726644874316886
0 Coli_013185 Coli_013185 0.0012943989923435157
0 Coli_014973 Coli_014973 0.003726644874316886
0 Coli_014984 Coli_014984 0.003726644874316886
0 Coli_013239 Coli_013239 0.0012943989923435157
0 Coli_013227 Coli_013227 0.0012943989923435157
0 Coli_010382 Coli_010382 0.0012943989923435157
0 Coli_010623 Coli_010623 0.0012943989923435157
0 Coli_013342 Coli_013342 0.0012943989923435157
0 Coli_013390 Coli_013390 0.003726644874316886
0 Coli_014950 Coli_014950 0.003726644874316886
0 Coli_014985 Coli_014985 0.003726644874316886
0 Coli_001252 Coli_001252 0.003726644874316886
0 Coli_014947 Coli_014947 0.003726644874316886
0 Coli_014957 Coli_014957 0.003726644874316886
0 Coli_001133 Coli_001133 0.003726644874316886
0 Coli_001070 Coli_001070 0.0019581803018335854
